number of Elements,single thread sort time,multi thread sort time,arraySort  sort time,parallelSort sort time,is single thread sorted correctly,is multi thread sorted correctly,is arraySort sorted correctly,is parallelSort sorted correctly,Iteration Time
3975000,1391.2,470.4,1422.2,345.6,true,true,true,true
4000000,1357.4,479.0,1432.0,348.6,true,true,true,true
4025000,1395.4,494.8,1436.4,348.2,true,true,true,true
4050000,1409.8,503.4,1462.4,352.6,true,true,true,true
4075000,1457.0,514.2,1459.8,357.8,true,true,true,true
4100000,1413.0,483.0,1491.2,361.4,true,true,true,true
4125000,1408.8,479.0,1471.0,364.0,true,true,true,true
4150000,1470.0,509.4,1483.2,370.4,true,true,true,true
4175000,1506.6,524.0,1524.4,408.8,true,true,true,true
4200000,1504.8,515.8,1516.0,374.2,true,true,true,true
4225000,1511.4,541.4,1530.8,374.0,true,true,true,true
4250000,1541.4,571.6,1565.8,377.4,true,true,true,true
4275000,1556.4,566.8,1545.8,411.0,true,true,true,true
4300000,1522.2,524.6,1551.2,380.2,true,true,true,true
4325000,1506.8,514.6,1564.6,415.6,true,true,true,true
4350000,1524.8,504.4,1586.4,387.6,true,true,true,true
4375000,1508.2,524.8,1594.2,388.6,true,true,true,true
4400000,1567.8,535.0,1591.6,387.8,true,true,true,true
4425000,1560.0,550.2,1611.0,396.0,true,true,true,true
4450000,1559.4,523.8,1620.4,424.2,true,true,true,true
4475000,1619.6,562.8,1655.0,398.6,true,true,true,true
4500000,1633.0,562.6,1647.2,401.8,true,true,true,true
4525000,1639.0,590.8,1651.0,403.4,true,true,true,true
4550000,1630.4,557.4,1655.8,406.4,true,true,true,true
4575000,1690.6,624.2,1701.2,412.8,true,true,true,true
4600000,1641.0,578.6,1678.8,411.0,true,true,true,true
4625000,1690.8,597.2,1689.4,415.2,true,true,true,true
4650000,1713.6,601.8,1709.2,417.0,true,true,true,true
4675000,1658.4,567.0,1718.6,424.2,true,true,true,true
4700000,1738.6,601.8,1724.2,425.0,true,true,true,true
4725000,1720.6,611.0,1737.0,425.4,true,true,true,true
4750000,1716.6,580.0,1756.2,427.8,true,true,true,true
4775000,1715.8,604.0,1785.4,436.2,true,true,true,true
4800000,1755.6,622.4,1787.0,469.4,true,true,true,true
4825000,1772.6,597.8,1783.8,436.0,true,true,true,true
4850000,1716.0,591.0,1789.2,487.4,true,true,true,true
4875000,1783.6,592.4,1814.4,455.6,true,true,true,true
4900000,1785.0,596.4,1807.6,443.4,true,true,true,true
4925000,1771.8,641.0,1820.4,488.2,true,true,true,true
4950000,1778.6,618.6,1824.2,448.0,true,true,true,true
4975000,1833.0,648.4,1843.0,491.4,true,true,true,true
5000000,1806.4,613.8,1850.8,449.4,true,true,true,true
5025000,1825.0,616.2,1895.6,456.0,true,true,true,true
5050000,1846.8,629.6,1882.6,462.2,true,true,true,true
5075000,1851.0,614.2,1884.6,462.6,true,true,true,true
5100000,1901.6,642.8,1912.2,506.0,true,true,true,true
5125000,1914.0,643.0,1911.0,475.4,true,true,true,true
5150000,1870.8,626.4,1960.2,494.6,true,true,true,true
5175000,1935.8,678.6,1929.8,532.2,true,true,true,true
5200000,1946.4,687.4,1948.6,473.6,true,true,true,true
5225000,1871.0,618.0,1953.0,473.0,true,true,true,true
5250000,1937.8,667.8,1961.8,482.8,true,true,true,true
5275000,1949.6,650.4,1992.6,488.6,true,true,true,true
5300000,1987.0,651.0,1990.2,499.6,true,true,true,true
5325000,1950.0,654.6,1999.2,490.2,true,true,true,true
5350000,1969.6,642.4,2010.8,497.0,true,true,true,true
5375000,2004.8,678.2,2024.8,543.4,true,true,true,true
5400000,1999.6,665.2,2055.2,506.0,true,true,true,true
5425000,2055.4,708.2,2050.0,501.6,true,true,true,true
5450000,2011.4,1642.0,2079.8,509.6,true,true,true,true
5475000,2030.0,685.0,2059.4,508.4,true,true,true,true
5500000,2022.8,669.6,2105.2,509.2,true,true,true,true
5525000,2042.0,674.6,2090.2,516.4,true,true,true,true
5550000,2112.2,739.2,2100.4,516.4,true,true,true,true
5575000,2085.2,692.8,2114.6,519.2,true,true,true,true
5600000,2105.0,705.6,2127.8,516.8,true,true,true,true
5625000,2056.8,677.8,2140.2,529.2,true,true,true,true
5650000,2127.0,709.4,2164.6,525.2,true,true,true,true
5675000,2150.6,720.4,2164.6,527.8,true,true,true,true
5700000,2147.8,734.6,2165.2,575.0,true,true,true,true
5725000,2136.0,711.4,2200.0,1639.2,true,true,true,true
5750000,2174.4,734.0,2182.8,533.4,true,true,true,true
5775000,2153.4,709.0,2207.4,551.0,true,true,true,true
5800000,2198.2,775.4,2262.4,605.2,true,true,true,true
5825000,2215.6,764.4,2232.0,549.4,true,true,true,true
5850000,2268.4,760.2,2305.8,562.6,true,true,true,true
5875000,2208.0,725.8,2263.2,551.6,true,true,true,true
5900000,2188.4,749.8,2297.0,568.4,true,true,true,true
5925000,2207.0,740.8,2265.4,555.4,true,true,true,true
5950000,2198.8,739.4,2277.8,561.4,true,true,true,true
5975000,2228.6,768.6,2284.0,607.2,true,true,true,true
6000000,2267.8,745.8,2307.2,564.4,true,true,true,true
